customerID,MonthlyCharges,TotalCharges,tenure,Churn,Contract,InternetService,PaymentMethod,PaperlessBilling
9436-ZBZCT,89.95,1178.4,14,Yes,Month-to-month,Fiber optic,Electronic check,Yes
7801-CEDNV,48.7,1421.75,27,No,One year,DSL,Credit card (automatic),No
2057-BOYKM,96.6,6827.5,72,No,Two year,Fiber optic,Bank transfer (automatic),Yes
3658-QQJYD,74.3,4698.05,62,No,One year,DSL,Credit card (automatic),Yes
1803-BGNBD,54.3,654.5,12,No,Month-to-month,DSL,Electronic check,Yes
0134-XWXCE,74.85,3268.05,44,No,One year,DSL,Bank transfer (automatic),No
6950-TWMYB,79.95,4362.05,54,No,Two year,Fiber optic,Bank transfer (automatic),Yes
5848-FHRFC,20.05,1386.9,68,No,Two year,No,Bank transfer (automatic),No
2243-FNMMI,19.4,415.4,20,No,Month-to-month,No,Mailed check,No
2511-MORQY,54.9,2614.1,50,No,One year,DSL,Bank transfer (automatic),No
5356-KZCKT,24.45,1513.6,58,No,Two year,No,Credit card (automatic),Yes
9470-XCCEM,89.65,3161.6,35,No,Month-to-month,Fiber optic,Bank transfer (automatic),Yes
6519-CFDBX,45.4,80.95,2,No,Month-to-month,DSL,Electronic check,Yes
3902-MIVLE,75.7,4676.7,63,No,Two year,DSL,Mailed check,No
0409-WTMPL,110.65,6526.65,58,No,One year,Fiber optic,Credit card (automatic),Yes
8763-KIAFH,20.55,583.3,27,No,One year,No,Mailed check,Yes
3669-WHAFY,115.15,8078.1,71,No,Two year,Fiber optic,Credit card (automatic),Yes
3055-VTCGS,58.55,3503.5,63,No,One year,DSL,Credit card (automatic),No
3144-KMTWZ,93.25,6669.45,71,No,Month-to-month,Fiber optic,Bank transfer (automatic),Yes
7279-BUYWN,113.2,4689.5,41,Yes,Month-to-month,Fiber optic,Electronic check,Yes
7156-MHUGY,90.5,1201.15,13,Yes,Month-to-month,Fiber optic,Electronic check,Yes
7198-GLXTC,79.0,143.65,2,Yes,Month-to-month,Fiber optic,Electronic check,No
2007-QVGAW,19.35,1292.65,68,No,Two year,No,Bank transfer (automatic),Yes
5207-PLSTK,48.75,48.75,1,No,Month-to-month,DSL,Mailed check,Yes
2307-FYNNL,109.05,7108.2,65,No,Two year,Fiber optic,Electronic check,Yes
5605-XNWEN,25.0,1802.55,72,No,Two year,No,Bank transfer (automatic),Yes
2155-AMQRX,54.9,1505.15,28,No,Month-to-month,DSL,Credit card (automatic),Yes
6181-AXXYF,24.75,1859.1,72,No,Two year,No,Credit card (automatic),No
5091-HFAZW,91.15,168.5,2,No,Month-to-month,Fiber optic,Electronic check,Yes
0516-VRYBW,20.15,390.85,18,Yes,One year,No,Bank transfer (automatic),No
2519-LBNQL,104.35,6339.45,60,No,One year,Fiber optic,Electronic check,Yes
8623-ULFNQ,66.05,1652.4,26,No,Month-to-month,DSL,Electronic check,Yes
8380-PEFPE,71.65,71.65,1,Yes,Month-to-month,Fiber optic,Electronic check,Yes
5687-DKDTV,20.35,77.5,4,Yes,Month-to-month,No,Mailed check,No
1568-LJSZU,92.2,6392.85,68,No,Two year,DSL,Credit card (automatic),Yes
7530-HDYDS,84.25,3264.5,38,Yes,Month-to-month,Fiber optic,Credit card (automatic),Yes
7789-HKSBS,105.2,4599.15,42,No,One year,Fiber optic,Bank transfer (automatic),Yes
7416-CKTEP,19.6,1134.25,57,No,Two year,No,Bank transfer (automatic),Yes
2586-CWXVV,30.4,1621.35,54,No,Month-to-month,DSL,Electronic check,No
3096-IZETN,78.1,947.3,12,Yes,Month-to-month,Fiber optic,Bank transfer (automatic),No
2348-KCJLT,61.5,2722.2,44,No,One year,DSL,Mailed check,Yes
8401-EMUWF,69.4,3058.3,42,No,Month-to-month,DSL,Bank transfer (automatic),Yes
4193-IBKSW,24.75,1769.6,72,No,Two year,No,Bank transfer (automatic),No
5377-NDTOU,91.05,6293.75,71,No,Two year,DSL,Mailed check,No
5922-ABDVO,89.65,1761.05,19,Yes,Month-to-month,Fiber optic,Mailed check,No
2474-LCNUE,73.65,1642.75,23,No,Month-to-month,DSL,Credit card (automatic),Yes
0839-QNXME,19.4,578.5,30,No,Two year,No,Credit card (automatic),No
3506-OVLKD,26.2,954.9,35,No,One year,No,Bank transfer (automatic),No
9172-ANCRX,98.7,973.25,10,Yes,Month-to-month,Fiber optic,Electronic check,Yes
6650-VJONK,43.85,43.85,1,No,Month-to-month,DSL,Bank transfer (automatic),Yes
2178-PMGCJ,69.7,1490.4,22,No,Month-to-month,Fiber optic,Mailed check,Yes
7492-TAFJD,38.55,280.0,7,No,Two year,DSL,Mailed check,No
2773-MADBQ,53.1,1901.25,36,No,Two year,DSL,Mailed check,Yes
6016-LVTJQ,20.65,716.4,34,No,Month-to-month,No,Mailed check,No
7860-KSUGX,64.45,4720.0,72,No,Two year,DSL,Credit card (automatic),No
8966-KZXXA,25.1,930.95,36,No,Two year,No,Credit card (automatic),No
6910-HADCM,76.35,76.35,1,Yes,Month-to-month,Fiber optic,Electronic check,No
4816-LXZYW,79.15,1676.95,23,Yes,Month-to-month,Fiber optic,Electronic check,Yes
9606-PBKBQ,85.0,2642.05,32,Yes,Month-to-month,Fiber optic,Electronic check,Yes
5149-QYTTU,95.15,6770.85,71,No,One year,Fiber optic,Credit card (automatic),Yes
2070-XYMFH,79.35,1835.3,23,No,Month-to-month,Fiber optic,Mailed check,Yes
2085-BOJKI,96.65,1588.25,17,No,One year,Fiber optic,Bank transfer (automatic),Yes
0817-HSUSE,75.5,75.5,1,No,Month-to-month,DSL,Electronic check,Yes
5442-PPTJY,19.7,258.35,12,No,Two year,No,Mailed check,No
1927-QEWMY,20.5,1502.25,72,No,Two year,No,Credit card (automatic),No
1663-MHLHE,19.2,19.2,1,No,Month-to-month,No,Mailed check,No
5663-QBGIS,98.35,6929.4,72,No,Two year,Fiber optic,Bank transfer (automatic),No
4450-MDZFX,74.35,4453.3,60,No,Month-to-month,Fiber optic,Bank transfer (automatic),No
6701-DHKWQ,51.35,3244.4,61,No,Two year,DSL,Credit card (automatic),No
7554-AKDQF,45.65,323.45,6,No,Month-to-month,DSL,Mailed check,No
3536-IQCTX,85.3,2661.1,32,Yes,Month-to-month,Fiber optic,Electronic check,No
4911-BANWH,86.55,2697.4,31,Yes,Month-to-month,Fiber optic,Credit card (automatic),Yes
8496-EJAUI,73.85,1424.5,19,Yes,Month-to-month,Fiber optic,Credit card (automatic),Yes
0794-YVSGE,20.3,1401.15,72,No,Two year,No,Bank transfer (automatic),No
5423-BHIXO,54.2,1739.6,32,No,Month-to-month,DSL,Electronic check,Yes
6908-VVYHM,90.65,5931.0,65,No,Month-to-month,Fiber optic,Electronic check,Yes
2959-EEXWB,50.9,2333.85,45,No,Month-to-month,DSL,Bank transfer (automatic),Yes
1839-UMACK,25.05,949.85,42,No,One year,No,Electronic check,No
3030-YDNRM,74.85,572.45,8,No,Month-to-month,Fiber optic,Electronic check,Yes
7321-KKSDU,20.5,696.8,32,No,Two year,No,Mailed check,No
3402-XRIUO,63.55,1381.8,22,No,Month-to-month,DSL,Mailed check,Yes
3132-TVFDZ,44.85,2572.95,57,Yes,Month-to-month,DSL,Electronic check,Yes
8286-AFUYI,47.95,47.95,1,No,Month-to-month,DSL,Electronic check,No
8080-DDEMJ,45.1,45.1,1,Yes,Month-to-month,DSL,Electronic check,No
8356-WUAOJ,45.0,45.0,1,No,Month-to-month,DSL,Electronic check,Yes
6365-MTGZX,96.0,2122.45,24,Yes,Month-to-month,Fiber optic,Electronic check,Yes
1349-WXNGG,20.05,20.05,1,Yes,Month-to-month,No,Bank transfer (automatic),No
8058-DMYRU,90.05,4931.8,54,No,Month-to-month,Fiber optic,Electronic check,Yes
9350-ZXYJC,25.3,116.95,4,No,Two year,No,Credit card (automatic),Yes
6990-YNRIO,108.65,6937.95,65,Yes,Two year,Fiber optic,Bank transfer (automatic),No
8958-JPTRR,24.3,1261.7,56,No,One year,No,Electronic check,No
6959-GQEGV,75.95,3273.8,45,No,Month-to-month,DSL,Electronic check,Yes
3173-WSSUE,19.7,1415.85,71,No,Two year,No,Credit card (automatic),No
1265-HVPZB,66.4,3958.2,59,No,One year,DSL,Credit card (automatic),No
4115-UMJFQ,35.75,2492.25,69,No,One year,DSL,Bank transfer (automatic),Yes
7369-TRPFD,18.8,279.2,19,No,One year,No,Mailed check,No
1098-KFQEC,19.4,1083.0,55,No,Two year,No,Credit card (automatic),No
7190-XHTWJ,19.3,755.5,38,No,One year,No,Mailed check,No
0621-TWIEM,45.55,402.6,10,Yes,Month-to-month,DSL,Electronic check,Yes
3537-RYBHH,67.45,3252.0,47,No,Month-to-month,DSL,Credit card (automatic),Yes
2485-ITVKB,35.1,68.75,2,Yes,Month-to-month,DSL,Electronic check,Yes
3669-OYSJI,46.2,46.2,1,Yes,Month-to-month,DSL,Credit card (automatic),No
1612-EOHDH,45.15,45.15,1,Yes,Month-to-month,DSL,Electronic check,No
6702-OHFWR,43.3,43.3,1,Yes,Month-to-month,DSL,Electronic check,Yes
5296-BFCYD,20.1,936.85,46,No,Two year,No,Mailed check,Yes
4510-PYUSH,57.15,2250.65,38,Yes,Month-to-month,DSL,Credit card (automatic),Yes
9359-JANWS,58.9,3857.1,65,No,Two year,DSL,Credit card (automatic),No
7517-SAWMO,73.2,1441.1,19,Yes,Month-to-month,Fiber optic,Electronic check,Yes
4143-HHPMK,85.35,4338.6,52,Yes,Month-to-month,Fiber optic,Electronic check,Yes
3279-DYZQM,19.45,1378.45,71,No,Two year,No,Mailed check,No
7054-LGEQW,45.95,45.95,1,Yes,Month-to-month,DSL,Mailed check,No
0523-VNGTF,50.5,2566.3,52,No,Month-to-month,DSL,Electronic check,Yes
9575-IWCAZ,25.1,171.0,6,No,One year,No,Mailed check,No
7105-MXJLL,60.7,1597.4,26,No,One year,DSL,Mailed check,No
7064-FRRSW,99.0,4744.35,48,No,One year,Fiber optic,Electronic check,Yes
7940-UQQUG,104.4,6721.6,64,No,One year,Fiber optic,Bank transfer (automatic),Yes
0923-PNFUB,83.75,247.25,3,Yes,Month-to-month,Fiber optic,Electronic check,No
3961-SXAXY,44.05,44.05,1,No,Month-to-month,DSL,Bank transfer (automatic),Yes
7010-BRBUU,24.1,1734.65,72,No,Two year,No,Credit card (automatic),No
3566-HJGPK,45.55,45.55,1,No,Month-to-month,DSL,Mailed check,Yes
3062-ICYZQ,93.8,4539.35,51,No,Month-to-month,Fiber optic,Electronic check,Yes
9938-PRCVK,19.7,804.25,41,No,Two year,No,Bank transfer (automatic),No
0973-KYVNF,70.65,5011.15,72,No,Two year,DSL,Credit card (automatic),Yes
5129-HHMZC,86.45,3574.5,43,No,Two year,DSL,Credit card (automatic),No
9637-CDTKZ,114.1,8086.4,72,No,Two year,Fiber optic,Credit card (automatic),Yes
3946-JEWRQ,95.2,4563.0,47,No,One year,Fiber optic,Credit card (automatic),Yes
7873-CVMAW,88.55,6362.35,72,No,Two year,DSL,Credit card (automatic),No
0463-WZZKO,20.75,67.1,3,No,Month-to-month,No,Credit card (automatic),Yes
3494-JCHRQ,70.05,70.05,1,Yes,Month-to-month,Fiber optic,Electronic check,Yes
6474-FVJLC,86.0,165.45,2,Yes,Month-to-month,Fiber optic,Electronic check,Yes
4524-QCSSM,44.65,1156.55,26,No,Month-to-month,DSL,Bank transfer (automatic),Yes
5832-EXGTT,60.2,1834.15,29,No,Month-to-month,DSL,Mailed check,Yes
8840-DQLGN,100.5,3653.35,35,Yes,Month-to-month,Fiber optic,Bank transfer (automatic),Yes
2039-JONDJ,55.45,1477.65,27,No,One year,DSL,Bank transfer (automatic),No
7217-JYHOQ,70.3,1706.45,24,No,Month-to-month,DSL,Credit card (automatic),Yes
6695-FRVEC,60.4,3953.7,67,No,Two year,DSL,Bank transfer (automatic),Yes
4547-LYTDD,72.65,1194.3,16,Yes,Month-to-month,Fiber optic,Electronic check,No
9894-QMIMJ,55.8,1327.85,23,No,One year,DSL,Bank transfer (automatic),No
8069-YQQAJ,31.1,419.7,14,No,Month-to-month,DSL,Mailed check,Yes
6770-XUAGN,21.0,21.0,1,Yes,Month-to-month,No,Electronic check,Yes
4193-ORFCL,45.1,45.1,1,Yes,Month-to-month,DSL,Mailed check,No
1636-NTNCO,50.95,207.35,4,No,Month-to-month,DSL,Credit card (automatic),Yes
3466-WAESX,69.1,1083.7,16,No,Month-to-month,DSL,Electronic check,Yes
9281-PKKZE,43.95,2007.85,46,No,Month-to-month,DSL,Electronic check,Yes
3638-VBZTA,86.5,5882.75,68,No,Two year,DSL,Bank transfer (automatic),Yes
7459-IMVYU,69.95,2657.55,38,No,Month-to-month,DSL,Electronic check,No
7776-QWNFX,50.4,1527.5,30,Yes,Month-to-month,DSL,Bank transfer (automatic),Yes
6689-TCZHQ,78.95,378.4,5,Yes,Month-to-month,Fiber optic,Electronic check,No
8563-OYMQY,90.95,1612.2,17,No,Month-to-month,Fiber optic,Credit card (automatic),Yes
0754-EEBDC,19.9,76.65,4,No,Two year,No,Mailed check,No
5777-ZPQNC,20.15,260.7,12,No,One year,No,Electronic check,No
1951-IEYXM,90.6,6441.85,72,No,Two year,DSL,Credit card (automatic),Yes
3318-NMQXL,92.0,266.8,3,No,Month-to-month,Fiber optic,Electronic check,Yes
3143-ILDAL,94.45,5124.6,56,Yes,Month-to-month,Fiber optic,Electronic check,Yes
1022-RKXDR,24.85,962.25,41,No,One year,No,Mailed check,Yes
2361-FJWNO,36.0,1382.9,40,No,One year,DSL,Credit card (automatic),No
2272-UOINI,78.5,571.05,7,No,Month-to-month,DSL,Electronic check,Yes
8232-UTFOZ,19.95,1399.35,69,No,Two year,No,Credit card (automatic),No
3750-YHRYO,20.65,150.0,7,No,One year,No,Mailed check,No
6637-KYRCV,30.5,167.2,5,No,Month-to-month,DSL,Electronic check,Yes
5668-MEISB,106.1,7657.4,72,No,Two year,Fiber optic,Credit card (automatic),No
0129-QMPDR,20.5,865.05,44,No,One year,No,Bank transfer (automatic),Yes
7188-CBBBA,95.5,6153.85,65,No,One year,Fiber optic,Electronic check,Yes
5356-CSVSQ,64.6,174.2,3,No,Month-to-month,DSL,Electronic check,No
3221-CJMSG,51.1,1269.6,24,No,Month-to-month,DSL,Credit card (automatic),Yes
4720-VSTSI,84.8,3862.55,44,Yes,Month-to-month,Fiber optic,Bank transfer (automatic),Yes
3219-JQRSL,89.1,6352.4,72,No,Two year,DSL,Credit card (automatic),No
2801-NISEI,54.95,1348.5,24,No,Month-to-month,DSL,Electronic check,No
3946-MHCZW,50.9,50.9,1,Yes,Month-to-month,DSL,Mailed check,No
4623-ZKHLY,20.45,471.55,22,No,Month-to-month,No,Bank transfer (automatic),Yes
6732-VAILE,85.95,5931.75,70,No,Two year,DSL,Credit card (automatic),Yes
8201-AAXCB,60.35,1404.65,25,No,Month-to-month,DSL,Electronic check,No
7696-CFTAT,19.8,726.1,37,No,Two year,No,Bank transfer (automatic),No
1845-CSBRZ,85.35,1961.6,22,No,Month-to-month,Fiber optic,Bank transfer (automatic),No
2123-VSCOT,72.1,4194.85,59,No,Two year,DSL,Bank transfer (automatic),Yes
6651-AZVTJ,99.8,4872.45,49,Yes,Month-to-month,Fiber optic,Electronic check,Yes
4566-GOLUK,107.35,5118.95,47,Yes,Month-to-month,Fiber optic,Bank transfer (automatic),Yes
2484-DGXPZ,19.55,658.95,31,Yes,Month-to-month,No,Mailed check,Yes
2018-QKYGT,81.05,81.05,1,No,Month-to-month,Fiber optic,Electronic check,Yes
2792-VPPET,20.5,76.95,3,No,Month-to-month,No,Electronic check,Yes
7409-JURKQ,111.8,5809.75,53,No,One year,Fiber optic,Bank transfer (automatic),Yes
3247-MHJKM,20.2,20.2,1,No,Month-to-month,No,Mailed check,No
1964-SVLEA,19.7,415.9,20,No,One year,No,Mailed check,Yes
4587-NUKOX,79.1,246.5,3,Yes,Month-to-month,Fiber optic,Electronic check,Yes
7297-DVYGA,19.85,996.95,51,No,One year,No,Bank transfer (automatic),Yes
2239-CGBUZ,60.5,3145.15,51,No,One year,DSL,Bank transfer (automatic),Yes
0854-UYHZD,19.55,265.3,13,No,Two year,No,Mailed check,No
7243-LCGGZ,20.9,20.9,1,No,Month-to-month,No,Mailed check,No
8267-KFGYD,21.05,21.05,1,No,Month-to-month,No,Mailed check,Yes
4890-VMUAV,71.5,4576.3,63,No,One year,DSL,Electronic check,No
9261-WDCAF,54.65,189.1,3,No,Month-to-month,DSL,Mailed check,No
3764-MNMOI,19.2,908.15,46,No,Two year,No,Credit card (automatic),No
7442-YGZFK,49.8,49.8,1,No,Month-to-month,DSL,Credit card (automatic),Yes
0420-BWTPW,25.5,215.2,8,Yes,Month-to-month,DSL,Mailed check,No
8229-BUJHX,20.5,1500.95,71,No,Two year,No,Bank transfer (automatic),No
7449-HVPIV,90.4,5099.15,55,No,Month-to-month,Fiber optic,Credit card (automatic),Yes
5504-WSIUR,90.25,6385.95,70,No,One year,Fiber optic,Bank transfer (automatic),Yes
8183-ONMXC,80.75,159.45,2,Yes,Month-to-month,Fiber optic,Electronic check,No
8466-PZBLH,104.6,6885.75,67,No,Two year,Fiber optic,Bank transfer (automatic),No
9614-RMGHA,91.85,5940.85,65,Yes,Month-to-month,Fiber optic,Bank transfer (automatic),Yes
8735-IJJEG,50.2,668.85,14,No,Month-to-month,DSL,Credit card (automatic),No
0564-MUUQK,95.5,1916.2,20,No,Month-to-month,Fiber optic,Bank transfer (automatic),Yes
5054-IEXZT,75.35,75.35,1,Yes,Month-to-month,Fiber optic,Electronic check,Yes
5834-ASPWA,75.45,75.45,1,Yes,Month-to-month,Fiber optic,Electronic check,Yes
0701-RFGFI,95.4,4613.95,49,No,Month-to-month,Fiber optic,Bank transfer (automatic),Yes
0019-EFAEP,101.3,7261.25,72,No,Two year,Fiber optic,Bank transfer (automatic),Yes
5619-PTMIK,53.1,2459.8,46,No,Month-to-month,DSL,Electronic check,No
3737-XBQDD,84.85,2048.8,24,No,Month-to-month,Fiber optic,Bank transfer (automatic),Yes
5882-CMAZQ,34.25,163.55,5,No,Month-to-month,DSL,Electronic check,No
5846-QFDFI,88.6,2888.7,33,No,Month-to-month,Fiber optic,Credit card (automatic),No
4445-KWOKW,60.15,2421.6,42,No,One year,DSL,Bank transfer (automatic),Yes
3511-APPBJ,99.95,2292.75,23,No,One year,Fiber optic,Credit card (automatic),Yes
7967-HYCDE,70.7,553.4,8,No,Month-to-month,Fiber optic,Bank transfer (automatic),No
2430-RRYUW,54.8,3465.7,66,No,One year,DSL,Mailed check,Yes
3948-XHGNA,49.55,1210.4,24,Yes,Month-to-month,DSL,Bank transfer (automatic),Yes
3723-BFBGR,54.8,1291.3,24,No,Month-to-month,DSL,Credit card (automatic),No
0565-IYCGT,78.6,5356.45,69,Yes,One year,DSL,Credit card (automatic),Yes
5447-WZAFP,100.3,5200.8,53,No,One year,Fiber optic,Mailed check,Yes
5110-CHOPY,53.6,3237.05,60,No,Two year,DSL,Electronic check,No
5445-UTODQ,81.1,576.65,7,Yes,Month-to-month,Fiber optic,Electronic check,Yes
4425-OWHWB,19.35,433.75,20,No,One year,No,Credit card (automatic),Yes
7892-QVYKW,85.6,1868.4,23,No,Month-to-month,Fiber optic,Electronic check,No
9675-ICXCT,80.8,5728.55,72,No,Two year,DSL,Electronic check,Yes
1024-VRZHF,74.95,825.7,11,Yes,Month-to-month,Fiber optic,Electronic check,Yes
4703-MQYKT,19.6,390.4,21,No,Two year,No,Mailed check,No
9497-QCMMS,93.55,93.55,1,Yes,Month-to-month,Fiber optic,Electronic check,Yes
5692-ICXLW,90.7,2845.15,31,No,Month-to-month,Fiber optic,Electronic check,Yes
0602-DDUML,69.75,3894.4,57,No,Two year,DSL,Mailed check,No
2208-MPXIO,20.0,886.4,45,No,Two year,No,Bank transfer (automatic),Yes
1960-UYCNN,95.25,1021.55,10,No,Month-to-month,Fiber optic,Electronic check,Yes
0348-SDKOL,102.1,5885.4,58,Yes,Month-to-month,Fiber optic,Credit card (automatic),Yes
3190-FZATL,19.95,268.4,14,No,Month-to-month,No,Mailed check,No
7336-RLLRH,80.85,2204.35,27,No,One year,DSL,Mailed check,No
4373-MAVJG,90.9,1259.0,14,Yes,Month-to-month,Fiber optic,Bank transfer (automatic),Yes
8901-HJXTF,29.2,309.1,12,Yes,Month-to-month,DSL,Mailed check,No
7710-JSYOA,93.3,6398.05,69,No,Two year,Fiber optic,Bank transfer (automatic),Yes
5419-KLXBN,89.15,2257.75,25,Yes,Month-to-month,Fiber optic,Bank transfer (automatic),Yes
3424-NMNBO,108.85,6287.25,58,Yes,One year,Fiber optic,Electronic check,Yes
9885-MFVSU,46.35,1662.05,35,No,Two year,DSL,Credit card (automatic),Yes
4514-GFCFI,84.75,1350.15,16,Yes,Month-to-month,Fiber optic,Electronic check,Yes
0607-MVMGC,78.75,3600.65,45,No,One year,DSL,Credit card (automatic),No
3365-SAIGS,83.55,1329.15,17,No,Month-to-month,Fiber optic,Electronic check,Yes
9828-AOQLM,45.7,45.7,1,Yes,Month-to-month,DSL,Electronic check,Yes
8022-BECSI,19.6,422.5,22,No,One year,No,Mailed check,No
8000-REIQB,69.95,69.95,1,Yes,Month-to-month,Fiber optic,Electronic check,Yes
9993-LHIEB,67.85,4627.65,67,No,Two year,DSL,Mailed check,No
0266-CLZKZ,105.65,6717.9,67,No,Two year,Fiber optic,Bank transfer (automatic),Yes
7615-ESMYF,44.6,97.1,2,Yes,Month-to-month,DSL,Electronic check,No
3858-VOBET,74.95,1710.45,23,Yes,Month-to-month,Fiber optic,Electronic check,Yes
7020-OZKXZ,75.5,637.4,9,No,Month-to-month,Fiber optic,Credit card (automatic),No
3977-QCRSL,20.15,117.95,5,No,Month-to-month,No,Mailed check,No
0017-DINOC,45.2,2460.55,54,No,Two year,DSL,Credit card (automatic),No
1447-PJGGA,95.25,5464.65,57,Yes,Two year,Fiber optic,Electronic check,Yes
8565-CLBZW,89.85,2165.05,24,Yes,Month-to-month,Fiber optic,Mailed check,Yes
9139-WQQDY,100.45,4941.8,49,Yes,One year,Fiber optic,Mailed check,No
0224-HJAPT,47.15,223.15,5,Yes,Month-to-month,DSL,Electronic check,No
8086-OVPWV,80.2,181.1,2,Yes,Month-to-month,Fiber optic,Electronic check,Yes
9430-FRQOC,87.1,341.45,4,Yes,Month-to-month,Fiber optic,Mailed check,Yes
7639-OPLNG,79.25,5731.85,70,No,Two year,DSL,Bank transfer (automatic),Yes
3074-GQWYX,75.9,357.75,5,Yes,Month-to-month,Fiber optic,Bank transfer (automatic),Yes
1492-QGCLU,85.7,4616.1,53,No,Month-to-month,DSL,Electronic check,No
6845-RGTYS,98.75,4533.7,47,Yes,Month-to-month,Fiber optic,Electronic check,Yes
7328-OWMOM,20.1,589.25,31,No,One year,No,Credit card (automatic),No
4418-LZMSV,61.8,750.1,13,No,Month-to-month,DSL,Bank transfer (automatic),No
5155-AZQPB,49.9,1410.25,28,No,Month-to-month,DSL,Mailed check,No
8861-HGGKB,86.45,830.85,10,Yes,Month-to-month,Fiber optic,Electronic check,No
1087-GRUYI,20.4,743.5,38,No,Two year,No,Bank transfer (automatic),No
7065-YUNRY,45.3,45.3,1,Yes,Month-to-month,DSL,Mailed check,Yes
7694-VLBWQ,104.1,7040.85,67,Yes,One year,Fiber optic,Electronic check,No
2546-KZAAT,75.4,3865.45,52,No,One year,DSL,Mailed check,Yes
0181-RITDD,108.15,6825.65,62,No,Two year,Fiber optic,Mailed check,No
5989-PGKJB,86.25,1340.1,16,No,Month-to-month,Fiber optic,Electronic check,Yes
4795-KTRTH,81.0,371.65,5,Yes,Month-to-month,Fiber optic,Electronic check,Yes
8272-ONJLV,95.7,1184.0,12,No,One year,Fiber optic,Electronic check,No
1488-PBLJN,116.85,8477.7,72,No,Two year,Fiber optic,Bank transfer (automatic),Yes
0308-GIQJT,105.75,7382.85,71,No,One year,Fiber optic,Bank transfer (automatic),No
3778-FOAQW,20.15,456.85,24,No,One year,No,Mailed check,No
4452-ROHMO,19.6,331.6,15,No,Two year,No,Mailed check,No
6481-OGDOO,90.6,6056.15,67,Yes,One year,Fiber optic,Credit card (automatic),Yes
3090-LETTY,60.95,134.6,2,No,Month-to-month,DSL,Bank transfer (automatic),No
5349-AZPEW,25.05,125.5,5,No,Month-to-month,DSL,Mailed check,No
3753-TSEMP,88.15,1390.6,15,Yes,Month-to-month,Fiber optic,Electronic check,No
8305-VHZBZ,20.2,20.2,1,Yes,Month-to-month,No,Mailed check,Yes
9720-JJJOR,60.3,2511.3,41,No,One year,DSL,Bank transfer (automatic),Yes
8100-HZZLJ,63.95,2737.05,43,No,Month-to-month,DSL,Electronic check,Yes
8775-ERLNB,74.3,74.3,1,No,Month-to-month,Fiber optic,Electronic check,No
8309-IEYJD,70.6,70.6,1,No,Month-to-month,Fiber optic,Mailed check,Yes
9172-JITSM,90.8,2361.8,26,Yes,Month-to-month,Fiber optic,Electronic check,Yes
6298-QDFNH,79.35,1730.35,22,Yes,Month-to-month,Fiber optic,Electronic check,Yes
7398-HPYZQ,90.55,6404.0,71,No,Two year,DSL,Bank transfer (automatic),No
3546-GHEAE,19.45,165.35,7,No,Two year,No,Mailed check,No
7361-YPXFS,64.45,1867.6,28,No,Month-to-month,DSL,Bank transfer (automatic),No
6557-BZXLQ,69.65,1043.3,16,No,Month-to-month,Fiber optic,Electronic check,No
2550-QHZGP,19.5,128.6,7,No,One year,No,Mailed check,No
7519-JTWQH,110.5,7455.45,69,No,Two year,Fiber optic,Bank transfer (automatic),Yes
2538-OIMXF,24.7,24.7,1,No,Month-to-month,DSL,Mailed check,No
8543-MSDMF,77.4,206.15,3,No,Month-to-month,DSL,Electronic check,Yes
9961-JBNMK,96.8,2030.3,21,Yes,Month-to-month,Fiber optic,Bank transfer (automatic),Yes
1170-SASML,85.4,5869.4,69,No,Month-to-month,Fiber optic,Bank transfer (automatic),Yes
4872-JCVCA,47.6,3377.8,71,No,Two year,DSL,Bank transfer (automatic),Yes
5346-BZCHP,19.4,1346.2,69,No,Two year,No,Mailed check,No
2038-LLMLM,103.85,4946.05,48,No,Month-to-month,Fiber optic,Electronic check,Yes
6173-ITPWD,83.35,4065.0,47,Yes,Month-to-month,Fiber optic,Bank transfer (automatic),Yes
9734-UYXQI,49.4,106.55,2,Yes,Month-to-month,DSL,Electronic check,Yes
1216-BGTSP,108.45,4964.7,45,No,Month-to-month,Fiber optic,Credit card (automatic),Yes
4138-NAXED,81.0,4085.75,51,No,Month-to-month,Fiber optic,Bank transfer (automatic),No
2189-UXTKY,79.2,1742.75,22,Yes,Month-to-month,DSL,Electronic check,Yes
0744-BIKKF,86.65,6224.8,72,No,Two year,DSL,Bank transfer (automatic),No
7483-IQWIB,92.95,3415.25,37,No,Month-to-month,Fiber optic,Electronic check,Yes
5248-KWLAR,90.35,6325.25,71,No,Two year,DSL,Electronic check,No
4958-GZWIY,48.7,340.25,7,Yes,Month-to-month,DSL,Electronic check,No
7996-MHXLW,25.15,1683.6,66,No,Two year,No,Credit card (automatic),Yes
7833-PKIHD,76.4,3966.3,51,No,One year,DSL,Bank transfer (automatic),Yes
7061-OVMIM,19.55,608.5,30,No,One year,No,Bank transfer (automatic),No
5153-RTHKF,85.35,2896.6,34,No,Month-to-month,Fiber optic,Electronic check,No
1852-QSWCD,24.8,1514.85,64,No,Two year,No,Mailed check,Yes
4832-VRBMR,103.15,6792.45,65,No,One year,Fiber optic,Bank transfer (automatic),Yes
9079-LWTFD,100.75,4669.2,47,No,Month-to-month,Fiber optic,Mailed check,No
6356-ELRKD,95.6,95.6,1,Yes,Month-to-month,Fiber optic,Electronic check,Yes
8624-GIOUT,59.75,2934.3,49,Yes,Month-to-month,DSL,Credit card (automatic),Yes
