customerID,InternetService,Churn,tenure,MonthlyCharges,TotalCharges
6961-MJKBO,No,No,47,20.45,943.0
6097-EQISJ,Fiber optic,Yes,66,102.45,6615.15
4423-YLHDV,Fiber optic,Yes,21,104.4,2200.25
8158-WPEZG,DSL,No,11,35.65,425.1
0107-YHINA,Fiber optic,Yes,1,99.75,99.75
4918-FYJNT,Fiber optic,No,55,90.45,5044.8
0727-BNRLG,Fiber optic,No,69,97.65,6743.55
4854-CIDCF,Fiber optic,No,3,73.85,196.4
8640-SDGKB,DSL,Yes,4,74.4,299.7
3280-MRDOF,DSL,No,30,69.1,2093.9
6435-SRWBJ,Fiber optic,No,5,82.75,417.75
9964-WBQDJ,No,No,71,24.4,1725.4
6303-KFWSL,DSL,No,29,55.25,1620.2
1702-CCFNJ,DSL,No,52,61.35,3169.55
8932-CZHRQ,DSL,No,68,76.75,5233.25
0386-CWRGM,No,No,46,19.4,967.85
5515-RUGKN,DSL,No,8,54.75,438.05
0404-AHASP,No,No,72,19.7,1421.9
7279-NMVJC,No,No,17,19.9,323.15
2081-VEYEH,Fiber optic,No,3,107.95,318.6
6407-UTSLV,Fiber optic,No,2,83.8,163.7
4116-TZAQJ,Fiber optic,Yes,9,74.25,639.65
9060-HJJRW,DSL,No,51,56.4,2928.5
2587-YNLES,No,No,6,20.1,100.35
7398-SKNQZ,Fiber optic,No,3,94.9,273.2
5935-FCCNB,Fiber optic,No,17,94.2,1608.15
1958-RNRKS,DSL,No,30,49.9,1441.95
5136-RGMZO,DSL,No,31,71.05,2168.15
8345-MVDYC,DSL,No,45,81.65,3618.7
8226-BXGES,Fiber optic,No,64,89.45,5692.65
3877-JRJIP,DSL,Yes,1,59.85,59.85
8375-DKEBR,Fiber optic,Yes,1,69.6,69.6
9705-IOVQQ,Fiber optic,No,61,99.0,5969.3
1015-OWJKI,No,No,1,19.05,19.05
7511-YMXVQ,DSL,Yes,9,45.4,418.8
2040-XBAVJ,Fiber optic,No,72,114.45,8100.55
7551-JOHTI,No,Yes,1,19.5,19.5
8887-IPQNC,DSL,No,7,44.25,313.45
8646-JCOMS,Fiber optic,No,66,90.55,6130.95
9804-ICWBG,Fiber optic,Yes,1,69.9,69.9
1222-KJNZD,No,No,40,20.4,745.3
0106-GHRQR,DSL,No,16,71.4,1212.1
5318-IXUZF,Fiber optic,Yes,2,87.15,183.75
3768-VHXQO,No,No,67,24.85,1583.5
8952-WCVCD,Fiber optic,No,41,104.45,4162.05
2418-TPEUN,No,No,56,19.8,1119.9
3963-RYFNS,Fiber optic,No,72,116.45,8013.55
3198-VELRD,Fiber optic,Yes,3,84.75,264.85
8540-ZQGEA,No,No,54,20.05,1102.4
1320-REHCS,Fiber optic,No,52,110.75,5832.0
4137-JOPHL,Fiber optic,No,50,89.7,4304.5
9436-ZBZCT,Fiber optic,Yes,14,89.95,1178.4
7801-CEDNV,DSL,No,27,48.7,1421.75
2057-BOYKM,Fiber optic,No,72,96.6,6827.5
3658-QQJYD,DSL,No,62,74.3,4698.05
1803-BGNBD,DSL,No,12,54.3,654.5
0134-XWXCE,DSL,No,44,74.85,3268.05
6950-TWMYB,Fiber optic,No,54,79.95,4362.05
5848-FHRFC,No,No,68,20.05,1386.9
2243-FNMMI,No,No,20,19.4,415.4
2511-MORQY,DSL,No,50,54.9,2614.1
5356-KZCKT,No,No,58,24.45,1513.6
9470-XCCEM,Fiber optic,No,35,89.65,3161.6
6519-CFDBX,DSL,No,2,45.4,80.95
3902-MIVLE,DSL,No,63,75.7,4676.7
0409-WTMPL,Fiber optic,No,58,110.65,6526.65
8763-KIAFH,No,No,27,20.55,583.3
3669-WHAFY,Fiber optic,No,71,115.15,8078.1
3055-VTCGS,DSL,No,63,58.55,3503.5
3144-KMTWZ,Fiber optic,No,71,93.25,6669.45
7279-BUYWN,Fiber optic,Yes,41,113.2,4689.5
7156-MHUGY,Fiber optic,Yes,13,90.5,1201.15
7198-GLXTC,Fiber optic,Yes,2,79.0,143.65
2007-QVGAW,No,No,68,19.35,1292.65
5207-PLSTK,DSL,No,1,48.75,48.75
2307-FYNNL,Fiber optic,No,65,109.05,7108.2
5605-XNWEN,No,No,72,25.0,1802.55
2155-AMQRX,DSL,No,28,54.9,1505.15
6181-AXXYF,No,No,72,24.75,1859.1
5091-HFAZW,Fiber optic,No,2,91.15,168.5
0516-VRYBW,No,Yes,18,20.15,390.85
2519-LBNQL,Fiber optic,No,60,104.35,6339.45
8623-ULFNQ,DSL,No,26,66.05,1652.4
8380-PEFPE,Fiber optic,Yes,1,71.65,71.65
5687-DKDTV,No,Yes,4,20.35,77.5
1568-LJSZU,DSL,No,68,92.2,6392.85
7530-HDYDS,Fiber optic,Yes,38,84.25,3264.5
7789-HKSBS,Fiber optic,No,42,105.2,4599.15
7416-CKTEP,No,No,57,19.6,1134.25
2586-CWXVV,DSL,No,54,30.4,1621.35
3096-IZETN,Fiber optic,Yes,12,78.1,947.3
2348-KCJLT,DSL,No,44,61.5,2722.2
8401-EMUWF,DSL,No,42,69.4,3058.3
4193-IBKSW,No,No,72,24.75,1769.6
5377-NDTOU,DSL,No,71,91.05,6293.75
5922-ABDVO,Fiber optic,Yes,19,89.65,1761.05
2474-LCNUE,DSL,No,23,73.65,1642.75
0839-QNXME,No,No,30,19.4,578.5
3506-OVLKD,No,No,35,26.2,954.9
9172-ANCRX,Fiber optic,Yes,10,98.7,973.25
6650-VJONK,DSL,No,1,43.85,43.85
2178-PMGCJ,Fiber optic,No,22,69.7,1490.4
7492-TAFJD,DSL,No,7,38.55,280.0
2773-MADBQ,DSL,No,36,53.1,1901.25
6016-LVTJQ,No,No,34,20.65,716.4
7860-KSUGX,DSL,No,72,64.45,4720.0
8966-KZXXA,No,No,36,25.1,930.95
6910-HADCM,Fiber optic,Yes,1,76.35,76.35
4816-LXZYW,Fiber optic,Yes,23,79.15,1676.95
9606-PBKBQ,Fiber optic,Yes,32,85.0,2642.05
5149-QYTTU,Fiber optic,No,71,95.15,6770.85
2070-XYMFH,Fiber optic,No,23,79.35,1835.3
2085-BOJKI,Fiber optic,No,17,96.65,1588.25
0817-HSUSE,DSL,No,1,75.5,75.5
5442-PPTJY,No,No,12,19.7,258.35
1927-QEWMY,No,No,72,20.5,1502.25
1663-MHLHE,No,No,1,19.2,19.2
5663-QBGIS,Fiber optic,No,72,98.35,6929.4
4450-MDZFX,Fiber optic,No,60,74.35,4453.3
6701-DHKWQ,DSL,No,61,51.35,3244.4
7554-AKDQF,DSL,No,6,45.65,323.45
3536-IQCTX,Fiber optic,Yes,32,85.3,2661.1
4911-BANWH,Fiber optic,Yes,31,86.55,2697.4
8496-EJAUI,Fiber optic,Yes,19,73.85,1424.5
0794-YVSGE,No,No,72,20.3,1401.15
5423-BHIXO,DSL,No,32,54.2,1739.6
6908-VVYHM,Fiber optic,No,65,90.65,5931.0
2959-EEXWB,DSL,No,45,50.9,2333.85
1839-UMACK,No,No,42,25.05,949.85
3030-YDNRM,Fiber optic,No,8,74.85,572.45
7321-KKSDU,No,No,32,20.5,696.8
3402-XRIUO,DSL,No,22,63.55,1381.8
3132-TVFDZ,DSL,Yes,57,44.85,2572.95
8286-AFUYI,DSL,No,1,47.95,47.95
8080-DDEMJ,DSL,Yes,1,45.1,45.1
8356-WUAOJ,DSL,No,1,45.0,45.0
6365-MTGZX,Fiber optic,Yes,24,96.0,2122.45
1349-WXNGG,No,Yes,1,20.05,20.05
8058-DMYRU,Fiber optic,No,54,90.05,4931.8
9350-ZXYJC,No,No,4,25.3,116.95
6990-YNRIO,Fiber optic,Yes,65,108.65,6937.95
8958-JPTRR,No,No,56,24.3,1261.7
6959-GQEGV,DSL,No,45,75.95,3273.8
3173-WSSUE,No,No,71,19.7,1415.85
1265-HVPZB,DSL,No,59,66.4,3958.2
4115-UMJFQ,DSL,No,69,35.75,2492.25
7369-TRPFD,No,No,19,18.8,279.2
1098-KFQEC,No,No,55,19.4,1083.0
7190-XHTWJ,No,No,38,19.3,755.5
0621-TWIEM,DSL,Yes,10,45.55,402.6
3537-RYBHH,DSL,No,47,67.45,3252.0
2485-ITVKB,DSL,Yes,2,35.1,68.75
3669-OYSJI,DSL,Yes,1,46.2,46.2
1612-EOHDH,DSL,Yes,1,45.15,45.15
6702-OHFWR,DSL,Yes,1,43.3,43.3
5296-BFCYD,No,No,46,20.1,936.85
4510-PYUSH,DSL,Yes,38,57.15,2250.65
9359-JANWS,DSL,No,65,58.9,3857.1
7517-SAWMO,Fiber optic,Yes,19,73.2,1441.1
4143-HHPMK,Fiber optic,Yes,52,85.35,4338.6
3279-DYZQM,No,No,71,19.45,1378.45
7054-LGEQW,DSL,Yes,1,45.95,45.95
0523-VNGTF,DSL,No,52,50.5,2566.3
9575-IWCAZ,No,No,6,25.1,171.0
7105-MXJLL,DSL,No,26,60.7,1597.4
7064-FRRSW,Fiber optic,No,48,99.0,4744.35
7940-UQQUG,Fiber optic,No,64,104.4,6721.6
0923-PNFUB,Fiber optic,Yes,3,83.75,247.25
3961-SXAXY,DSL,No,1,44.05,44.05
7010-BRBUU,No,No,72,24.1,1734.65
3566-HJGPK,DSL,No,1,45.55,45.55
3062-ICYZQ,Fiber optic,No,51,93.8,4539.35
9938-PRCVK,No,No,41,19.7,804.25
0973-KYVNF,DSL,No,72,70.65,5011.15
5129-HHMZC,DSL,No,43,86.45,3574.5
9637-CDTKZ,Fiber optic,No,72,114.1,8086.4
3946-JEWRQ,Fiber optic,No,47,95.2,4563.0
7873-CVMAW,DSL,No,72,88.55,6362.35
0463-WZZKO,No,No,3,20.75,67.1
3494-JCHRQ,Fiber optic,Yes,1,70.05,70.05
6474-FVJLC,Fiber optic,Yes,2,86.0,165.45
4524-QCSSM,DSL,No,26,44.65,1156.55
5832-EXGTT,DSL,No,29,60.2,1834.15
8840-DQLGN,Fiber optic,Yes,35,100.5,3653.35
2039-JONDJ,DSL,No,27,55.45,1477.65
7217-JYHOQ,DSL,No,24,70.3,1706.45
6695-FRVEC,DSL,No,67,60.4,3953.7
4547-LYTDD,Fiber optic,Yes,16,72.65,1194.3
9894-QMIMJ,DSL,No,23,55.8,1327.85
8069-YQQAJ,DSL,No,14,31.1,419.7
6770-XUAGN,No,Yes,1,21.0,21.0
4193-ORFCL,DSL,Yes,1,45.1,45.1
1636-NTNCO,DSL,No,4,50.95,207.35
3466-WAESX,DSL,No,16,69.1,1083.7
9281-PKKZE,DSL,No,46,43.95,2007.85
3638-VBZTA,DSL,No,68,86.5,5882.75
7459-IMVYU,DSL,No,38,69.95,2657.55
7776-QWNFX,DSL,Yes,30,50.4,1527.5
6689-TCZHQ,Fiber optic,Yes,5,78.95,378.4
8563-OYMQY,Fiber optic,No,17,90.95,1612.2
0754-EEBDC,No,No,4,19.9,76.65
5777-ZPQNC,No,No,12,20.15,260.7
1951-IEYXM,DSL,No,72,90.6,6441.85
3318-NMQXL,Fiber optic,No,3,92.0,266.8
3143-ILDAL,Fiber optic,Yes,56,94.45,5124.6
1022-RKXDR,No,No,41,24.85,962.25
2361-FJWNO,DSL,No,40,36.0,1382.9
2272-UOINI,DSL,No,7,78.5,571.05
8232-UTFOZ,No,No,69,19.95,1399.35
3750-YHRYO,No,No,7,20.65,150.0
6637-KYRCV,DSL,No,5,30.5,167.2
5668-MEISB,Fiber optic,No,72,106.1,7657.4
0129-QMPDR,No,No,44,20.5,865.05
7188-CBBBA,Fiber optic,No,65,95.5,6153.85
5356-CSVSQ,DSL,No,3,64.6,174.2
3221-CJMSG,DSL,No,24,51.1,1269.6
4720-VSTSI,Fiber optic,Yes,44,84.8,3862.55
3219-JQRSL,DSL,No,72,89.1,6352.4
2801-NISEI,DSL,No,24,54.95,1348.5
3946-MHCZW,DSL,Yes,1,50.9,50.9
4623-ZKHLY,No,No,22,20.45,471.55
6732-VAILE,DSL,No,70,85.95,5931.75
8201-AAXCB,DSL,No,25,60.35,1404.65
7696-CFTAT,No,No,37,19.8,726.1
1845-CSBRZ,Fiber optic,No,22,85.35,1961.6
2123-VSCOT,DSL,No,59,72.1,4194.85
6651-AZVTJ,Fiber optic,Yes,49,99.8,4872.45
4566-GOLUK,Fiber optic,Yes,47,107.35,5118.95
2484-DGXPZ,No,Yes,31,19.55,658.95
2018-QKYGT,Fiber optic,No,1,81.05,81.05
2792-VPPET,No,No,3,20.5,76.95
7409-JURKQ,Fiber optic,No,53,111.8,5809.75
3247-MHJKM,No,No,1,20.2,20.2
1964-SVLEA,No,No,20,19.7,415.9
4587-NUKOX,Fiber optic,Yes,3,79.1,246.5
7297-DVYGA,No,No,51,19.85,996.95
2239-CGBUZ,DSL,No,51,60.5,3145.15
0854-UYHZD,No,No,13,19.55,265.3
7243-LCGGZ,No,No,1,20.9,20.9
8267-KFGYD,No,No,1,21.05,21.05
4890-VMUAV,DSL,No,63,71.5,4576.3
9261-WDCAF,DSL,No,3,54.65,189.1
3764-MNMOI,No,No,46,19.2,908.15
7442-YGZFK,DSL,No,1,49.8,49.8
0420-BWTPW,DSL,Yes,8,25.5,215.2
8229-BUJHX,No,No,71,20.5,1500.95
7449-HVPIV,Fiber optic,No,55,90.4,5099.15
5504-WSIUR,Fiber optic,No,70,90.25,6385.95
8183-ONMXC,Fiber optic,Yes,2,80.75,159.45
8466-PZBLH,Fiber optic,No,67,104.6,6885.75
9614-RMGHA,Fiber optic,Yes,65,91.85,5940.85
8735-IJJEG,DSL,No,14,50.2,668.85
0564-MUUQK,Fiber optic,No,20,95.5,1916.2
5054-IEXZT,Fiber optic,Yes,1,75.35,75.35
5834-ASPWA,Fiber optic,Yes,1,75.45,75.45
0701-RFGFI,Fiber optic,No,49,95.4,4613.95
0019-EFAEP,Fiber optic,No,72,101.3,7261.25
5619-PTMIK,DSL,No,46,53.1,2459.8
3737-XBQDD,Fiber optic,No,24,84.85,2048.8
5882-CMAZQ,DSL,No,5,34.25,163.55
5846-QFDFI,Fiber optic,No,33,88.6,2888.7
4445-KWOKW,DSL,No,42,60.15,2421.6
3511-APPBJ,Fiber optic,No,23,99.95,2292.75
7967-HYCDE,Fiber optic,No,8,70.7,553.4
2430-RRYUW,DSL,No,66,54.8,3465.7
3948-XHGNA,DSL,Yes,24,49.55,1210.4
3723-BFBGR,DSL,No,24,54.8,1291.3
0565-IYCGT,DSL,Yes,69,78.6,5356.45
5447-WZAFP,Fiber optic,No,53,100.3,5200.8
5110-CHOPY,DSL,No,60,53.6,3237.05
5445-UTODQ,Fiber optic,Yes,7,81.1,576.65
4425-OWHWB,No,No,20,19.35,433.75
7892-QVYKW,Fiber optic,No,23,85.6,1868.4
9675-ICXCT,DSL,No,72,80.8,5728.55
1024-VRZHF,Fiber optic,Yes,11,74.95,825.7
4703-MQYKT,No,No,21,19.6,390.4
9497-QCMMS,Fiber optic,Yes,1,93.55,93.55
5692-ICXLW,Fiber optic,No,31,90.7,2845.15
0602-DDUML,DSL,No,57,69.75,3894.4
2208-MPXIO,No,No,45,20.0,886.4
1960-UYCNN,Fiber optic,No,10,95.25,1021.55
0348-SDKOL,Fiber optic,Yes,58,102.1,5885.4
3190-FZATL,No,No,14,19.95,268.4
7336-RLLRH,DSL,No,27,80.85,2204.35
4373-MAVJG,Fiber optic,Yes,14,90.9,1259.0
8901-HJXTF,DSL,Yes,12,29.2,309.1
7710-JSYOA,Fiber optic,No,69,93.3,6398.05
5419-KLXBN,Fiber optic,Yes,25,89.15,2257.75
3424-NMNBO,Fiber optic,Yes,58,108.85,6287.25
9885-MFVSU,DSL,No,35,46.35,1662.05
4514-GFCFI,Fiber optic,Yes,16,84.75,1350.15
0607-MVMGC,DSL,No,45,78.75,3600.65
3365-SAIGS,Fiber optic,No,17,83.55,1329.15
9828-AOQLM,DSL,Yes,1,45.7,45.7
8022-BECSI,No,No,22,19.6,422.5
8000-REIQB,Fiber optic,Yes,1,69.95,69.95
9993-LHIEB,DSL,No,67,67.85,4627.65
0266-CLZKZ,Fiber optic,No,67,105.65,6717.9
7615-ESMYF,DSL,Yes,2,44.6,97.1
3858-VOBET,Fiber optic,Yes,23,74.95,1710.45
7020-OZKXZ,Fiber optic,No,9,75.5,637.4
3977-QCRSL,No,No,5,20.15,117.95
0017-DINOC,DSL,No,54,45.2,2460.55
1447-PJGGA,Fiber optic,Yes,57,95.25,5464.65
8565-CLBZW,Fiber optic,Yes,24,89.85,2165.05
9139-WQQDY,Fiber optic,Yes,49,100.45,4941.8
0224-HJAPT,DSL,Yes,5,47.15,223.15
8086-OVPWV,Fiber optic,Yes,2,80.2,181.1
9430-FRQOC,Fiber optic,Yes,4,87.1,341.45
7639-OPLNG,DSL,No,70,79.25,5731.85
3074-GQWYX,Fiber optic,Yes,5,75.9,357.75
1492-QGCLU,DSL,No,53,85.7,4616.1
6845-RGTYS,Fiber optic,Yes,47,98.75,4533.7
7328-OWMOM,No,No,31,20.1,589.25
4418-LZMSV,DSL,No,13,61.8,750.1
5155-AZQPB,DSL,No,28,49.9,1410.25
8861-HGGKB,Fiber optic,Yes,10,86.45,830.85
1087-GRUYI,No,No,38,20.4,743.5
7065-YUNRY,DSL,Yes,1,45.3,45.3
7694-VLBWQ,Fiber optic,Yes,67,104.1,7040.85
2546-KZAAT,DSL,No,52,75.4,3865.45
0181-RITDD,Fiber optic,No,62,108.15,6825.65
5989-PGKJB,Fiber optic,No,16,86.25,1340.1
4795-KTRTH,Fiber optic,Yes,5,81.0,371.65
8272-ONJLV,Fiber optic,No,12,95.7,1184.0
1488-PBLJN,Fiber optic,No,72,116.85,8477.7
0308-GIQJT,Fiber optic,No,71,105.75,7382.85
3778-FOAQW,No,No,24,20.15,456.85
4452-ROHMO,No,No,15,19.6,331.6
6481-OGDOO,Fiber optic,Yes,67,90.6,6056.15
3090-LETTY,DSL,No,2,60.95,134.6
5349-AZPEW,DSL,No,5,25.05,125.5
3753-TSEMP,Fiber optic,Yes,15,88.15,1390.6
8305-VHZBZ,No,Yes,1,20.2,20.2
9720-JJJOR,DSL,No,41,60.3,2511.3
8100-HZZLJ,DSL,No,43,63.95,2737.05
8775-ERLNB,Fiber optic,No,1,74.3,74.3
8309-IEYJD,Fiber optic,No,1,70.6,70.6
9172-JITSM,Fiber optic,Yes,26,90.8,2361.8
6298-QDFNH,Fiber optic,Yes,22,79.35,1730.35
7398-HPYZQ,DSL,No,71,90.55,6404.0
3546-GHEAE,No,No,7,19.45,165.35
7361-YPXFS,DSL,No,28,64.45,1867.6
6557-BZXLQ,Fiber optic,No,16,69.65,1043.3
2550-QHZGP,No,No,7,19.5,128.6
7519-JTWQH,Fiber optic,No,69,110.5,7455.45
2538-OIMXF,DSL,No,1,24.7,24.7
8543-MSDMF,DSL,No,3,77.4,206.15
9961-JBNMK,Fiber optic,Yes,21,96.8,2030.3
1170-SASML,Fiber optic,No,69,85.4,5869.4
4872-JCVCA,DSL,No,71,47.6,3377.8
5346-BZCHP,No,No,69,19.4,1346.2
2038-LLMLM,Fiber optic,No,48,103.85,4946.05
6173-ITPWD,Fiber optic,Yes,47,83.35,4065.0
9734-UYXQI,DSL,Yes,2,49.4,106.55
1216-BGTSP,Fiber optic,No,45,108.45,4964.7
4138-NAXED,Fiber optic,No,51,81.0,4085.75
2189-UXTKY,DSL,Yes,22,79.2,1742.75
0744-BIKKF,DSL,No,72,86.65,6224.8
7483-IQWIB,Fiber optic,No,37,92.95,3415.25
5248-KWLAR,DSL,No,71,90.35,6325.25
4958-GZWIY,DSL,Yes,7,48.7,340.25
7996-MHXLW,No,No,66,25.15,1683.6
7833-PKIHD,DSL,No,51,76.4,3966.3
7061-OVMIM,No,No,30,19.55,608.5
5153-RTHKF,Fiber optic,No,34,85.35,2896.6
1852-QSWCD,No,No,64,24.8,1514.85
4832-VRBMR,Fiber optic,No,65,103.15,6792.45
9079-LWTFD,Fiber optic,No,47,100.75,4669.2
6356-ELRKD,Fiber optic,Yes,1,95.6,95.6
8624-GIOUT,DSL,Yes,49,59.75,2934.3
3392-EHMNK,Fiber optic,No,67,94.1,6302.8
5986-WWXDV,No,No,39,19.35,779.2
3061-BCKYI,No,No,14,19.9,283.75
6179-GJPSO,Fiber optic,Yes,43,108.15,4600.7
7901-TBKJX,Fiber optic,No,56,101.05,5594.0
7228-PAQPD,DSL,No,14,59.1,772.85
3177-LASXD,Fiber optic,Yes,1,71.35,71.35
7746-QYVCO,DSL,No,16,55.85,857.8
5804-HYIEZ,Fiber optic,No,70,106.05,7554.05
9919-FZDED,DSL,No,72,84.1,5981.65
5934-TSSAU,Fiber optic,No,23,75.3,1702.9
3486-KHMLI,No,No,21,24.7,467.15
4897-QSUYC,No,Yes,1,20.15,20.15
1084-UQCHV,Fiber optic,Yes,1,69.75,69.75
8290-YWKHZ,Fiber optic,Yes,32,93.2,2931.0
2955-BJZHG,Fiber optic,Yes,17,80.85,1400.85
3806-DXQOM,DSL,Yes,4,33.65,137.85
6784-XYJAE,DSL,No,36,55.8,1941.5
3933-DQPWX,DSL,No,50,39.7,1932.75
6661-EIPZC,DSL,No,48,29.5,1423.05
8957-THMOA,No,No,50,20.15,970.85
2251-PYLPB,DSL,No,72,79.55,5810.9
5555-RNPGT,No,No,10,24.8,223.9
1057-FOGLZ,No,No,18,19.65,391.7
9300-RENDD,Fiber optic,Yes,1,79.95,79.95
0761-AETCS,No,Yes,1,19.3,19.3
8087-LGYHQ,Fiber optic,No,9,94.05,811.65
4137-BTIKL,Fiber optic,No,2,90.75,174.75
2190-BCXEC,Fiber optic,No,40,78.85,3126.85
6227-FBDXH,Fiber optic,No,69,99.5,6841.45
2153-MREFK,Fiber optic,Yes,37,99.2,3754.6
2911-WDXMV,Fiber optic,No,18,80.55,1406.65
7206-PQBBZ,Fiber optic,No,11,70.2,834.7
3106-ULWFW,Fiber optic,Yes,8,85.2,627.4
0925-VYDLG,Fiber optic,Yes,3,75.25,242.0
4547-FZJWE,DSL,No,55,59.45,3157.0
7422-WNBTY,Fiber optic,No,33,93.35,3092.0
0842-IWYCP,DSL,No,46,44.95,2168.9
3521-HTQTV,No,No,34,26.1,980.35
3744-ZBHON,No,No,3,20.2,65.95
3373-DIUUN,No,No,30,21.25,711.9
8383-SGHJU,DSL,No,33,59.4,1952.8
7607-QKKTJ,Fiber optic,No,45,95.0,4368.85
7707-PYBBH,DSL,No,40,61.9,2647.1
8984-HPEMB,Fiber optic,No,71,118.65,8477.6
4349-GFQHK,DSL,Yes,1,54.35,54.35
4139-DETXS,DSL,No,72,64.45,4528.0
9779-DPNEJ,Fiber optic,No,22,80.15,1790.65
9805-FILKB,No,No,46,20.2,845.6
5793-YOLJN,No,No,55,21.0,1210.3
0673-IGUQO,No,No,1,20.45,20.45
4123-FCVCB,DSL,No,12,75.85,854.45
8819-IMISP,Fiber optic,No,31,80.45,2429.1
7802-EFKNY,DSL,Yes,5,24.95,100.4
8311-UEUAB,DSL,No,67,75.5,5229.45
5858-EAFCZ,DSL,No,1,44.45,44.45
8035-BUYVG,DSL,Yes,40,42.35,1716.45
1163-ONYEY,DSL,No,41,74.55,3023.55
9787-XVQIU,Fiber optic,Yes,1,75.3,75.3
8945-MUQUF,Fiber optic,Yes,51,94.8,4837.6
5656-MJEFC,DSL,No,42,48.15,2032.3
6082-OQFBA,No,No,23,19.65,436.9
8051-HJRLT,Fiber optic,Yes,1,70.55,70.55
8974-OVACP,No,No,1,20.15,20.15
4010-YLMVT,Fiber optic,No,56,106.6,5893.95
1379-FRVEB,Fiber optic,No,15,91.0,1430.05
8612-GXIDD,No,No,12,25.4,313.0
6288-CHQJB,DSL,No,54,69.95,3871.85
8160-HOWOX,DSL,No,7,66.85,458.1
3023-GFLBR,Fiber optic,Yes,33,86.15,2745.7
6648-INWPS,No,No,16,20.15,341.35
4223-BKEOR,DSL,No,21,64.85,1336.8
4079-VTGLK,DSL,No,30,74.85,2181.75
1763-WQFUK,DSL,No,3,50.5,147.75
1391-UBDAR,Fiber optic,No,11,72.9,818.45
8894-JVDCV,Fiber optic,No,62,115.05,7133.45
2023-VQFDL,No,No,18,19.0,348.8
1345-GKDZZ,No,No,6,19.55,128.6
2014-MKGMH,Fiber optic,No,46,101.1,4674.4
5628-FCGYG,Fiber optic,No,21,84.1,1737.45
2560-WBWXF,No,No,68,24.15,1498.85
0248-IPDFW,DSL,No,1,50.1,50.1
7978-DKUQH,Fiber optic,No,25,74.6,1797.75
4335-UPJSI,No,No,24,19.75,498.1
0524-IAVZO,Fiber optic,Yes,30,85.0,2624.25
2737-YNGYW,Fiber optic,Yes,2,80.55,184.1
1784-EZDKJ,Fiber optic,No,51,106.8,5498.8
9297-FVVDH,DSL,No,57,84.5,4845.4
8007-YYPWD,No,No,15,25.05,369.1
7101-HRBLJ,DSL,No,72,83.7,6096.9
5159-YFPKQ,Fiber optic,Yes,2,75.8,160.75
6635-CPNUN,Fiber optic,No,28,96.6,2684.35
4021-RQSNY,Fiber optic,Yes,29,98.5,3004.15
5453-YBTWV,Fiber optic,No,70,101.1,6994.8
5039-LZRQT,No,No,13,20.2,273.25
2931-VUVJN,Fiber optic,No,59,94.05,5483.9
9061-TIHDA,Fiber optic,Yes,13,95.25,1233.65
8699-ASUFO,Fiber optic,Yes,7,74.4,527.9
6418-PIQSP,DSL,No,62,81.0,4985.9
8220-OCUFY,DSL,No,21,60.25,1258.35
3995-WFCSM,DSL,No,2,60.85,111.4
1895-QTKDO,DSL,No,1,43.95,43.95
2038-OEQZH,Fiber optic,No,4,86.05,308.1
1178-PZGAB,No,No,19,20.25,383.65
7927-AUXBZ,Fiber optic,Yes,30,85.15,2555.9
2626-VEEWG,No,No,67,19.4,1284.2
2878-RMWXY,Fiber optic,No,72,102.65,7550.3
1657-DYMBM,No,No,53,19.9,1110.05
7311-MQJCH,No,No,5,19.55,99.6
7375-WMVMT,Fiber optic,No,71,95.5,6707.15
1136-XGEQU,DSL,No,50,84.15,4164.4
2530-FMFXO,Fiber optic,No,56,103.2,5873.75
6844-DZKRF,DSL,No,2,50.2,109.25
4695-WJZUE,Fiber optic,Yes,2,88.55,179.25
7619-ODSGN,DSL,Yes,24,54.75,1338.15
5970-GHJAW,No,No,46,19.95,862.4
8879-XUAHX,Fiber optic,No,71,116.25,8564.75
3689-MOZGR,DSL,No,29,31.2,926.2
4195-PNGZS,No,No,69,24.45,1718.2
5003-XZWWO,DSL,No,71,84.2,5956.85
3988-RQIXO,Fiber optic,Yes,1,91.3,91.3
7622-FWGEW,DSL,No,56,85.65,4824.45
6922-NCEDI,No,No,56,21.2,1238.65
2514-GINMM,Fiber optic,Yes,1,79.5,79.5
9891-NQDBD,No,No,28,25.55,672.2
6131-IUNXN,No,No,19,20.2,382.2
8548-AWOFC,DSL,No,66,63.85,4264.6
9798-DRYDS,DSL,No,17,61.95,1070.7
8532-UEFWH,No,No,52,25.75,1345.85
6296-DDOOR,DSL,No,19,58.2,1045.25
7951-VRDVK,DSL,No,36,85.85,3003.55
5931-FLJJF,Fiber optic,Yes,7,70.1,467.55
4815-YOSUK,Fiber optic,No,72,104.9,7537.5
2659-VXMWZ,Fiber optic,Yes,67,111.3,7482.1
0380-NEAVX,Fiber optic,No,34,99.85,3343.15
3207-OYBWH,Fiber optic,Yes,57,95.25,5427.05
4285-GYRQC,Fiber optic,Yes,7,86.25,587.1
7216-EWTRS,Fiber optic,Yes,1,100.8,100.8
4365-MSDYN,No,No,8,19.55,161.15
7036-TYDEC,Fiber optic,No,69,104.0,7028.5
5802-ADBRC,Fiber optic,No,50,104.4,5232.9
8076-FEZKJ,No,No,10,19.5,225.85
5197-YPYBZ,No,No,12,25.25,274.7
8337-MSSXB,Fiber optic,Yes,14,86.3,1180.95
4312-GVYNH,DSL,No,70,49.85,3370.2
8495-LJDFO,Fiber optic,No,64,108.95,7111.3
0839-JTCUD,DSL,No,66,89.9,5958.85
